Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(l/100km),Emission,Price,car_id
Suzuki,Alto,2020,Blue,Hatchback,21075,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4300.0,590
Suzuki,800,2020,Blue,Hatchback,21075,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4300.0,590
Toyota,Yaris,2020,Brown,Sedan,7122,1st,5,Petrol,42,1596,6-Speed,Manual,105.94,140.0,5.82,BS IV,8940.0,591
Toyota,Yaris,2020,Brown,Sedan,7122,1st,5,Petrol,42,1496,6-Speed,Manual,105.94,140.0,5.82,BS IV,8940.0,593
MG,Hector,2019,Red,Suv,25219,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17000.0,595
Motors,Hector,2019,Red,Suv,25219,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17000.0,595
Mahindra,Scorpio,2015,Blue,Suv,94751,2nd,7,Diesel,60,2179,5-Speed,Manual,120.0,280.0,6.49,BS IV,9140.0,596
Maruti,Ciaz,2020,Blue,Sedan,26246,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,9710.0,597
Suzuki,Ciaz,2020,Blue,Sedan,26246,1st,5,Petrol,43,1696,5-Speed,Manual,103.25,138.0,4.84,BS IV,9710.0,597
Maruti,Ciaz,2015,Brown,Sedan,93570,2nd,5,Petrol,43,1373,4-Speed,Automatic,91.0,130.0,5.23,BS IV,5930.0,598
Suzuki,Ciaz,2015,Brown,Sedan,93570,2nd,5,Petrol,43,1373,4-Speed,Automatic,91.0,130.0,5.23,BS IV,5930.0,598
Maruti,Swift,2014,White,Sedan,70563,2nd,5,Petrol,42,1197,4-Speed,Automatic,85.8,114.0,5.24,BS IV,4990.0,599
Maruti,Dzire,2014,White,Sedan,70563,2nd,5,Petrol,42,1197,4-Speed,Automatic,85.8,114.0,5.24,BS IV,4990.0,599
Suzuki,Swift,2014,White,Sedan,70563,2nd,5,Petrol,42,1197,4-Speed,Automatic,85.8,114.0,5.24,BS IV,4990.0,599
Suzuki,Dzire,2014,White,Sedan,70563,2nd,5,Petrol,42,1197,4-Speed,Automatic,85.8,114.0,5.24,BS IV,4990.0,599
Ford,Freestyle,2020,Golden,Crossover,14965,1st,5,Petrol,42,1298,5-Speed,Automatic,94.93,119.0,5.41,BS IV,7280.0,600
Renault,Kwid,2015,Bronze,Hatchback,33390,1st,5,Petrol,28,799,5-Speed,Manual,53.3,72.0,3.97,BS V,2870.0,601
Maruti,Ritz,2011,Brown,Hatchback,53349,1st,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,3730.0,602
Suzuki,Ritz,2011,Brown,Hatchback,53349,1st,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,3730.0,602
Maruti,Celerio,2014,Silver,Hatchback,87635,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4040.0,603
Suzuki,Celerio,2014,Silver,Hatchback,87635,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4040.0,603
Maruti,Wagon,2011,Grey,Hatchback,77919,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3180.0,604
Maruti,R,2011,Grey,Hatchback,77919,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3180.0,604
Suzuki,Wagon,2011,Grey,Hatchback,77919,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3180.0,604
Suzuki,R,2011,Grey,Hatchback,77919,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,5.29,BS V,3180.0,604
Ford,EcoSport,2017,White,Suv,84118,1st,5,Petrol,52,1499,6-Speed,Automatic,110.0,140.0,6.06,BS IV,7270.0,605
Hyundai,New,2018,White,Hatchback,22735,1st,5,Petrol,35,1086,5-Speed,Manual,68.07,99.07,4.93,BS IV,4470.0,606
Hyundai,Santro,2018,White,Hatchback,22735,1st,5,Petrol,35,1086,5-Speed,Manual,68.07,99.07,4.93,BS IV,4470.0,606
Hyundai,Creta,2017,Black,Suv,50749,1st,5,Diesel,60,1582,6-Speed,Manual,126.0,265.0,5.08,BS IV,11500.0,607
Honda,Mobilio,2015,Red,Muv,45754,2nd,7,Petrol,42,1497,5-Speed,Manual,118.0,145.0,5.78,BS IV,6050.0,608
Mahindra,Scorpio,2015,White,Suv,72696,1st,7,Diesel,60,2179,6-Speed,Automatic,120.0,280.0,6.49,BS IV,11170.0,609
Hyundai,Grand,2015,Orange,Hatchback,99001,1st,5,Petrol,43,1197,4-Speed,Automatic,82.0,114.0,5.29,BS IV,5060.0,610
Hyundai,i10,2015,Orange,Hatchback,99001,1st,5,Petrol,43,1197,4-Speed,Automatic,82.0,114.0,5.29,BS IV,5060.0,610
Hyundai,Elite,2017,Blue,Hatchback,85933,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6100.0,611
Hyundai,i20,2017,Blue,Hatchback,85933,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6100.0,611
Datsun,GO,2014,Red,Hatchback,55890,2nd,5,Petrol,35,1798,5-Speed,Manual,67.05,104.0,5.26,BS V,2900.0,612
Volkswagen,Vento,2013,Black,Sedan,88105,1st,5,Petrol,55,1598,6-Speed,Automatic,103.0,153.0,6.94,BS III,5420.0,613
MG,Hector,2019,Black,Suv,20761,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17200.0,614
Motors,Hector,2019,Black,Suv,20761,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17200.0,614
Maruti,Ritz,2016,White,Hatchback,56280,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,5230.0,615
Suzuki,Ritz,2016,White,Hatchback,56280,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,5230.0,615
Honda,WR-V,2017,Grey,Suv,37043,1st,5,Petrol,40,1199,5-Speed,Manual,88.5,110.0,6.06,BS IV,7450.0,616
Mahindra,Scorpio,2015,White,Suv,79576,1st,7,Diesel,60,2179,6-Speed,Automatic,120.0,280.0,6.49,BS IV,10520.0,617
Hyundai,Fluidic,2017,White,Sedan,29759,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8540.0,618
Hyundai,Verna,2017,White,Sedan,29759,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8540.0,618
Hyundai,4S,2017,White,Sedan,29759,1st,5,Petrol,43,1591,5-Speed,Manual,121.0,158.0,5.75,BS IV,8540.0,618
Ford,EcoSport,2017,Red,Suv,28559,1st,5,Petrol,52,1499,5-Speed,Manual,110.0,140.0,6.33,BS IV,7880.0,619
Maruti,Ritz,2013,White,Hatchback,18214,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4600.0,620
Suzuki,Ritz,2013,White,Hatchback,18214,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4600.0,620
Hyundai,Elite,2015,White,Hatchback,92256,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,6890.0,621
Hyundai,i20,2015,White,Hatchback,92256,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,6890.0,621
Honda,Mobilio,2015,Silver,Muv,42933,2nd,7,Petrol,42,1497,5-Speed,Manual,118.0,145.0,5.78,BS IV,6380.0,622
Hyundai,Verna,2020,Blue,Sedan,18146,1st,5,Petrol,45,1497,5-Speed,Automatic,113.0,144.0,5.43,BS IV,14580.0,623
Hyundai,Elite,2016,Red,Hatchback,29602,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,8140.0,624
Hyundai,i20,2016,Red,Hatchback,29602,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,8140.0,624
MG,Hector,2020,Silver,Suv,26994,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17740.0,625
Motors,Hector,2020,Silver,Suv,26994,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17740.0,625
Maruti,Ritz,2013,White,Hatchback,47642,2nd,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4550.0,626
Suzuki,Ritz,2013,White,Hatchback,47642,2nd,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4550.0,626
Maruti,Alto,2012,Red,Hatchback,67041,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3140.0,627
Maruti,K10,2012,Red,Hatchback,67041,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3140.0,627
Suzuki,Alto,2012,Red,Hatchback,67041,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3140.0,627
Suzuki,K10,2012,Red,Hatchback,67041,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3140.0,627
MG,Hector,2020,Red,Suv,30234,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,20190.0,628
Motors,Hector,2020,Red,Suv,30234,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,20190.0,628
MG,Hector,2020,Red,Suv,30234,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,20190.0,630
Motors,Hector,2020,Red,Suv,30234,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,20190.0,630
Hyundai,Elite,2017,White,Hatchback,33545,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,8760.0,632
Hyundai,i20,2017,White,Hatchback,33545,1st,5,Diesel,45,1396,6-Speed,Manual,88.73,219.7,4.44,BS IV,8760.0,632
Toyota,Etios,2012,Silver,Hatchback,42200,2nd,5,Petrol,45,1596,5-Speed,Automatic,79.0,104.0,5.65,BS IV,4230.0,633
Toyota,Liva,2012,Silver,Hatchback,42200,2nd,5,Petrol,45,1596,5-Speed,Automatic,79.0,104.0,5.65,BS IV,4230.0,633
Toyota,Etios,2012,Silver,Hatchback,42200,2nd,5,Petrol,45,1496,5-Speed,Manual,79.0,104.0,5.65,BS IV,4230.0,635
Toyota,Liva,2012,Silver,Hatchback,42200,2nd,5,Petrol,45,1496,5-Speed,Manual,79.0,104.0,5.65,BS IV,4230.0,635
Hyundai,Verna,2017,White,Sedan,48583,1st,5,Petrol,45,1591,6-Speed,Automatic,121.3,151.0,5.88,BS V,11000.0,637
Hyundai,i10,2014,Grey,Hatchback,98109,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,4110.0,638
Hyundai,i10,2011,Red,Hatchback,70581,2nd,5,Petrol,35,1197,5-Speed,Manual,78.9,111.7,4.91,BS III,3400.0,639
Maruti,Alto,2018,Red,Hatchback,64194,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4050.0,640
Maruti,K10,2018,Red,Hatchback,64194,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4050.0,640
Suzuki,Alto,2018,Red,Hatchback,64194,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4050.0,640
Suzuki,K10,2018,Red,Hatchback,64194,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4050.0,640
Renault,Duster,2015,White,Suv,87057,1st,5,Diesel,50,1461,5-Speed,Manual,83.8,200.0,5.03,BS III,7380.0,641
Hyundai,Santro,2012,White,Hatchback,23227,1st,5,Petrol,35,1086,5-Speed,Manual,62.1,96.1,5.58,BS IV,3650.0,642
Hyundai,Xing,2012,White,Hatchback,23227,1st,5,Petrol,35,1086,5-Speed,Manual,62.1,96.1,5.58,BS IV,3650.0,642
MG,Hector,2019,Black,Suv,24564,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17000.0,643
Motors,Hector,2019,Black,Suv,24564,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17000.0,643
Maruti,Ritz,2012,Red,Hatchback,39719,1st,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4220.0,644
Suzuki,Ritz,2012,Red,Hatchback,39719,1st,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4220.0,644
MG,Hector,2020,White,Suv,51686,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,19580.0,645
Motors,Hector,2020,White,Suv,51686,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,19580.0,645
MG,Hector,2020,White,Suv,51686,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,19580.0,647
Motors,Hector,2020,White,Suv,51686,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,19580.0,647
Renault,Duster,2018,Bronze,Suv,57995,1st,5,Diesel,50,1461,6-Speed,Manual,108.0,248.0,5.1,BS V,10190.0,649
MG,Hector,2020,Red,Suv,32604,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,19780.0,650
Motors,Hector,2020,Red,Suv,32604,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,19780.0,650
MG,Hector,2020,Red,Suv,32604,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,19780.0,652
Motors,Hector,2020,Red,Suv,32604,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,19780.0,652
Maruti,Ritz,2012,Silver,Hatchback,46627,1st,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4120.0,654
Suzuki,Ritz,2012,Silver,Hatchback,46627,1st,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4120.0,654
Honda,City,2017,Grey,Sedan,45868,1st,5,Petrol,40,1497,5-Speed,Manual,117.6,145.0,5.75,BS IV,8780.0,655
Maruti,Ritz,2013,Brown,Hatchback,68876,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4290.0,656
Suzuki,Ritz,2013,Brown,Hatchback,68876,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4290.0,656
Ford,EcoSport,2013,White,Suv,47068,1st,5,Petrol,52,1499,6-Speed,Automatic,109.0,140.0,6.06,BS III,7080.0,657
Ford,EcoSport,2014,White,Suv,48060,1st,5,Petrol,52,999,5-Speed,Manual,123.37,170.0,5.3,BS III,6780.0,658
Maruti,Alto,2016,Orange,Hatchback,80307,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3260.0,659
Maruti,K10,2016,Orange,Hatchback,80307,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3260.0,659
Suzuki,Alto,2016,Orange,Hatchback,80307,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3260.0,659
Suzuki,K10,2016,Orange,Hatchback,80307,2nd,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3260.0,659
Maruti,Alto,2013,Red,Hatchback,29217,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3360.0,660
Maruti,K10,2013,Red,Hatchback,29217,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3360.0,660
Suzuki,Alto,2013,Red,Hatchback,29217,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3360.0,660
Suzuki,K10,2013,Red,Hatchback,29217,1st,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,3360.0,660
MG,Hector,2019,Black,Suv,28787,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,6.33,BS IV,15890.0,661
Motors,Hector,2019,Black,Suv,28787,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,6.33,BS IV,15890.0,661
Maruti,Omni,2014,Silver,Muv,57964,2nd,8,Petrol,36,796,4-Speed,Manual,34.0,59.0,5.95,BS V,3350.0,662
Suzuki,Omni,2014,Silver,Muv,57964,2nd,8,Petrol,36,796,4-Speed,Manual,34.0,59.0,5.95,BS V,3350.0,662
Maruti,Ritz,2011,Grey,Hatchback,54318,2nd,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,3680.0,663
Suzuki,Ritz,2011,Grey,Hatchback,54318,2nd,5,Petrol,45,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,3680.0,663
Hyundai,i10,2014,Grey,Hatchback,55319,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,4390.0,664
Ford,EcoSport,2018,Silver,Suv,39105,1st,5,Petrol,52,1496,6-Speed,Automatic,120.69,149.0,6.8,BS V,10660.0,665
MG,Hector,2021,White,Suv,49279,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,19840.0,666
Motors,Hector,2021,White,Suv,49279,1st,5,Diesel,60,1596,5-Speed,Manual,167.68,350.0,5.74,BS IV,19840.0,666
MG,Hector,2021,White,Suv,49279,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,19840.0,668
Motors,Hector,2021,White,Suv,49279,1st,5,Diesel,60,1956,6-Speed,Manual,167.68,350.0,5.74,BS IV,19840.0,668
Hyundai,Santro,2011,Maroon,Hatchback,57259,2nd,5,Petrol,35,1086,5-Speed,Manual,62.1,96.1,5.58,BS IV,3280.0,670
Hyundai,Xing,2011,Maroon,Hatchback,57259,2nd,5,Petrol,35,1086,5-Speed,Manual,62.1,96.1,5.58,BS IV,3280.0,670
Mahindra,XUV500,2015,Silver,Suv,66820,2nd,7,Diesel,70,2179,6-Speed,Manual,140.0,330.0,6.62,BS III,10550.0,671
Ford,Figo,2018,Blue,Sedan,21089,1st,5,Petrol,42,1194,5-Speed,Manual,94.93,119.0,5.41,BS V,5550.0,672
Ford,Aspire,2018,Blue,Sedan,21089,1st,5,Petrol,42,1194,5-Speed,Manual,94.93,119.0,5.41,BS V,5550.0,672
Maruti,Celerio,2014,Blue,Hatchback,7779,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4340.0,673
Suzuki,Celerio,2014,Blue,Hatchback,7779,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4340.0,673
Hyundai,i10,2011,Red,Hatchback,48267,2nd,5,Petrol,35,1197,4-Speed,Automatic,78.9,111.8,5.9,BS III,3480.0,674
Maruti,Swift,2014,Grey,Hatchback,48079,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.37,BS IV,5560.0,675
Suzuki,Swift,2014,Grey,Hatchback,48079,1st,5,Diesel,42,1248,5-Speed,Manual,74.0,190.0,4.37,BS IV,5560.0,675
Hyundai,Grand,2014,Orange,Hatchback,42290,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4470.0,676
Hyundai,i10,2014,Orange,Hatchback,42290,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4470.0,676
Volkswagen,Polo,2014,Blue,Hatchback,54723,1st,5,Diesel,45,1498,5-Speed,Automatic,88.0,230.0,4.96,BS V,5690.0,677
Renault,Kwid,2019,White,Hatchback,23160,1st,5,Petrol,28,799,5-Speed,Automatic,53.0,72.0,4.83,BS IV,4280.0,678
Hyundai,i20,2012,White,Hatchback,41191,1st,5,Petrol,45,1197,5-Speed,Manual,82.85,113.0,5.41,BS IV,4550.0,679
Renault,Duster,2018,Grey,Suv,18005,1st,5,Diesel,50,1461,6-Speed,Manual,108.45,245.0,5.1,BS V,11640.0,680
Honda,City,2017,White,Sedan,34480,1st,5,Petrol,40,1196,5-Speed,Automatic,117.6,145.0,5.56,BS V,11780.0,681
Honda,Amaze,2019,Brown,Sedan,20604,1st,5,Petrol,35,1199,5-Speed,Manual,88.76,110.0,5.38,BS IV,7650.0,682
Renault,Kiger,2021,Grey,Suv,9015,1st,5,Petrol,40,1298,5-Speed,Automatic,71.0,96.0,5.08,BS IV,8850.0,683
Hyundai,Elite,2016,Red,Hatchback,56348,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6580.0,684
Hyundai,i20,2016,Red,Hatchback,56348,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6580.0,684
Honda,City,2018,Brown,Sedan,16006,1st,5,Petrol,40,1196,5-Speed,Automatic,117.6,145.0,5.56,BS V,12400.0,685
Hyundai,Elite,2018,White,Hatchback,27617,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7520.0,686
Hyundai,i20,2018,White,Hatchback,27617,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.38,BS V,7520.0,686
Maruti,Baleno,2019,Grey,Hatchback,17246,1st,5,Petrol,37,1596,5-Speed,Manual,81.8,113.0,4.76,BS V,8690.0,687
Suzuki,Baleno,2019,Grey,Hatchback,17246,1st,5,Petrol,37,1596,5-Speed,Manual,81.8,113.0,4.76,BS V,8690.0,687
Maruti,Baleno,2019,Grey,Hatchback,17246,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8690.0,689
Suzuki,Baleno,2019,Grey,Hatchback,17246,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,8690.0,689
Ford,EcoSport,2017,Brown,Suv,73428,1st,5,Petrol,52,1496,6-Speed,Automatic,120.69,149.0,6.8,BS V,8330.0,691
Hyundai,Verna,2018,Brown,Sedan,25198,1st,5,Petrol,45,1591,6-Speed,Automatic,121.3,151.0,5.88,BS V,11710.0,692
Honda,Amaze,2020,White,Sedan,7981,1st,5,Petrol,35,1199,5-Speed,Manual,88.76,110.0,5.38,BS IV,8400.0,693
Hyundai,i20,2016,White,Crossover,65232,2nd,5,Diesel,45,1396,6-Speed,Automatic,89.0,220.0,4.72,BS V,7060.0,694
Hyundai,Active,2016,White,Crossover,65232,2nd,5,Diesel,45,1396,6-Speed,Automatic,89.0,220.0,4.72,BS V,7060.0,694
Chevrolet,Beat,2013,Grey,Hatchback,52501,1st,5,Petrol,35,1199,5-Speed,Manual,79.0,108.0,5.38,BS IV,2730.0,695
Hyundai,Elite,2015,Grey,Hatchback,91933,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6030.0,696
Hyundai,i20,2015,Grey,Hatchback,91933,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6030.0,696
Hyundai,Grand,2017,Silver,Hatchback,39437,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5210.0,697
Hyundai,i10,2017,Silver,Hatchback,39437,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5210.0,697
Maruti,Dzire,2018,White,Sedan,50664,1st,5,Diesel,37,1248,5-Speed,Automatic,74.0,190.0,3.52,BS V,7640.0,698
Suzuki,Dzire,2018,White,Sedan,50664,1st,5,Diesel,37,1248,5-Speed,Automatic,74.0,190.0,3.52,BS V,7640.0,698
Mahindra,XUV500,2015,White,Suv,60985,1st,7,Diesel,70,2179,6-Speed,Manual,140.0,330.0,6.25,BS IV,12660.0,699
Hyundai,Venue,2020,Blue,Suv,37005,1st,5,Petrol,45,998,6-Speed,Manual,118.35,171.6,5.47,BS IV,10300.0,700
Maruti,Celerio,2015,White,Hatchback,23217,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5110.0,701
Suzuki,Celerio,2015,White,Hatchback,23217,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,5110.0,701
Maruti,Alto,2017,Grey,Hatchback,46289,2nd,5,Petrol,35,1798,5-Speed,Manual,67.1,90.0,4.18,BS V,3890.0,702
Maruti,K10,2017,Grey,Hatchback,46289,2nd,5,Petrol,35,1798,5-Speed,Manual,67.1,90.0,4.18,BS V,3890.0,702
Suzuki,Alto,2017,Grey,Hatchback,46289,2nd,5,Petrol,35,1798,5-Speed,Manual,67.1,90.0,4.18,BS V,3890.0,702
Suzuki,K10,2017,Grey,Hatchback,46289,2nd,5,Petrol,35,1798,5-Speed,Manual,67.1,90.0,4.18,BS V,3890.0,702
Renault,Duster,2018,Red,Suv,23783,1st,5,Diesel,50,1461,6-Speed,Manual,108.45,245.0,5.1,BS V,11370.0,703
Honda,City,2014,Brown,Sedan,55410,2nd,5,Petrol,40,1497,5-Speed,Manual,117.3,145.0,5.62,BS IV,5630.0,704
Hyundai,Xcent,2014,Blue,Sedan,38147,1st,5,Petrol,43,1197,5-Speed,Manual,81.0,114.0,5.24,BS IV,4650.0,705
Kia,Seltos,2019,White,Suv,23801,1st,5,Petrol,50,1353,7-Speed,Manual,138.0,242.0,5.95,BS IV,17080.0,706
Maruti,Baleno,2018,Blue,Hatchback,16123,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7510.0,707
Suzuki,Baleno,2018,Blue,Hatchback,16123,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7510.0,707
Maruti,Alto,2013,Purple,Hatchback,22801,1st,5,Petrol,35,1596,5-Speed,Automatic,48.0,69.0,4.4,BS III,3060.0,708
Maruti,800,2013,Purple,Hatchback,22801,1st,5,Petrol,35,1596,5-Speed,Automatic,48.0,69.0,4.4,BS III,3060.0,708
Suzuki,Alto,2013,Purple,Hatchback,22801,1st,5,Petrol,35,1596,5-Speed,Automatic,48.0,69.0,4.4,BS III,3060.0,708
Suzuki,800,2013,Purple,Hatchback,22801,1st,5,Petrol,35,1596,5-Speed,Automatic,48.0,69.0,4.4,BS III,3060.0,708
Maruti,Alto,2013,Purple,Hatchback,22801,1st,5,Petrol,35,1496,5-Speed,Manual,48.0,69.0,4.4,BS III,3060.0,710
Maruti,800,2013,Purple,Hatchback,22801,1st,5,Petrol,35,1496,5-Speed,Manual,48.0,69.0,4.4,BS III,3060.0,710
Suzuki,Alto,2013,Purple,Hatchback,22801,1st,5,Petrol,35,1496,5-Speed,Manual,48.0,69.0,4.4,BS III,3060.0,710
Suzuki,800,2013,Purple,Hatchback,22801,1st,5,Petrol,35,1496,5-Speed,Manual,48.0,69.0,4.4,BS III,3060.0,710
Maruti,Baleno,2018,Blue,Hatchback,16373,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7710.0,712
Suzuki,Baleno,2018,Blue,Hatchback,16373,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7710.0,712
Maruti,Ciaz,2016,Red,Sedan,31207,1st,5,Petrol,43,1373,4-Speed,Automatic,91.0,130.0,5.23,BS IV,8230.0,713
Suzuki,Ciaz,2016,Red,Sedan,31207,1st,5,Petrol,43,1373,4-Speed,Automatic,91.0,130.0,5.23,BS IV,8230.0,713
Ford,EcoSport,2019,White,Suv,60197,1st,5,Petrol,52,1496,6-Speed,Automatic,120.69,149.0,6.8,BS V,9800.0,714
